question,gold answer,KITLM,"GPT3.5-turbo ChatGPT, 1 shot",GPT3_FineTuned_2-epochs
What is the first event associated with [AccidentNumber_NYC85LA168]?,LOSS_OF_ENGINE_POWER,loss_of_engine_power(total)_-_nonmechanical,N/A,collisionwithterrain
What caused [AccidentNumber_ATL83LA080]?,GROUNDLOOP/SWERVE|GEAREXTENSION|DIRECTIONALCONTROL,landinggearnosegear,N/A, ___unknown___causeofaccident
What is the first event associated with [AccidentNumber_NYC04LA042]?,MISCELLANEOUS/OTHER,miscellaneous/other,N/A,collision with terrain
What are the conditions at the accident site associated with [AccidentNumber_ANC04LA060]?,Visual Conditions,visual conditions,N/A (The accident number provided is invalid), ___unknown___ataccidentsite
What is the runway surface condition associated with [AccidentNumber_SEA04FA032]?,___Unknown___RunwaySurfaceCondition,___unknown___runwaysurfacecondition,N/A, ___unknown___runwaysurfacecondition
What engine is associated with [Registration_N4789G]?,1Reciprocating,1reciprocating,N/A, Lycoming O-360-A4M
What are the conditions at the accident site associated with [AccidentNumber_MIA02LA163]?,Visual Conditions,visual conditions,N/A (Insufficient information provided), ___unknown___ataccidentsite
What is the lowest cloud condition associated with [AccidentNumber_SEA03LA035]?,Clear,clear,N/A (cloud conditions are not mentioned in AccidentNumber_SEA03LA035), ___unknown___cloudcondition
What medical certification does [Pilot_NYC04CA020] have?,Class 2 Valid Medical--w/ waivers/lim.,class 2 valid medical--w/ waivers/lim.,N/A,certifiedinstrumentpilot
What is the aircraft issue that caused [AccidentNumber_CHI04CA219]?,___Unknown___AircraftIssue,___unknown___aircraftissue,N/A, ___unknown___aircraftissue
What engine is associated with [Registration_N3855C]?,2Reciprocating,2reciprocating,N/A, ___unknown___engines
What is the second event associated with [AccidentNumber_DEN06LA055]?,IN_FLIGHT_COLLISION_WITH_OBJECT_-_OTHER,in_flight_collision_with_object_-_other,N/A, ___unknown___secondevent 
What is the first event associated with [AccidentNumber_ATL01LA029]?,AIRFRAME/COMPONENT/SYSTEM_FAILURE/MALFUNCTION,loss_of_engine_power(total)_-_nonmechanical,N/A (The provided Accident Number is not valid),collisionwithterrain
What is the engine manufacturer associated with [Registration_N15SA]?,Lycoming,lycoming,N/A (The registration number provided does not provide information about the engine manufacturer), Lycoming
What environmental issue caused [AccidentNumber_NYC04LA042]?,___Unknown___EnvironmentalIssue,___unknown___environmentalissue,N/A (There is no mention of any environmental issue in the accident report for AccidentNumber_NYC04LA042), ___unknown___environmentalissue
What certificate does [Pilot_ATL05CA123] have?,Commercial,commercial,N/A, Commercial Pilot
What aircraft category does [Registration_N9864F] belong to?,Airplane,airplane,N/A, ___unknown___aircraftcategory
What is the second event associated with [AccidentNumber_MIA98LA218]?,FORCED_LANDING,forced_landing,N/A, ___unknown___secondevent 
What is the landing gear associated with [Registration_N8681T]?,Tricycle,tricycle,N/A, ___unknown___landinggear
What is the aircraft issue that caused [AccidentNumber_MIA02LA057]?,___Unknown___AircraftIssue,___unknown___aircraftissue,The aircraft issue that caused AccidentNumber_MIA02LA057 is a loss of engine power due to fuel starvation., ___unknown___aircraftissue
What is the third event associated with [AccidentNumber_MIA02FA048]?,DITCHING,ditching,N/A, ___unknown___thirdevent
What is the Flight Crew associated with [AccidentNumber_ATL92LA055]?,PILOT_IN_COMMAND,pilot_in_command,N/A,pilot-in-command
What is the aircraft manufacturer associated with [Registration_N737WQ]?,Cessna,cessna,N/A (The provided registration number does not exist), Beechcraft
What is the Flight Crew associated with [AccidentNumber_ANC07LA018]?,PILOT_IN_COMMAND,pilot_in_command,N/A,pilotincommand
What is the third event associated with [AccidentNumber_LAX87DUM01]?,IN_FLIGHT_COLLISION_WITH_TERRAIN/WATER,in_flight_collision_with_terrain/water,N/A, ___unknown___thirdevent
What was the result of the last inspection for [Registration_N3310K]?,Annual,annual,N/A, ___unknown___lastinspectionresult
What is the instrument flight rules approach associated with [AccidentNumber_ATL02FA113]?,ILS,ils,instrument landing system (ILS) approach, ___unknown___instrumentflightrulesapproach 
What engine is associated with [Registration_N2008X]?,1Reciprocating,1reciprocating,N/A, Lycoming O-360-A4M
What airworthiness certificate does [Registration_N7445E] have?,Normal,normal,N/A, ___unknown___airworthinesscertificate
What is the first event associated with [AccidentNumber_CHI04LA039]?,LOSS_OF_ENGINE_POWER,loss_of_engine_power(total)_-_mech_fa,N/A (There is no information provided about AccidentNumber_CHI04LA039),collisionwithterrain
What is the crew injury associated with [AccidentNumber_CHI05LA173]?,2 None,1 none,N/A,"1 minor, 1 none"
What is the runway surface condition associated with [AccidentNumber_LAX04FA001]?,___Unknown___RunwaySurfaceCondition,___unknown___runwaysurfacecondition,N/A, ___unknown___runwaysurfacecondition
What is the aircraft damage associated with [AccidentNumber_FTW04FA054]?,Destroyed,destroyed,N/A,substantial
What is the first event associated with [AccidentNumber_MIA92LA021]?,MISCELLANEOUS/OTHER,miscellaneous/other,N/A,collisionwithterrain
What is the runway surface type associated with [AccidentNumber_CHI05CA039]?,___Unknown___RunwaySurfaceType,___unknown___runwaysurfacetype,N/A, ___unknown___runwaysurfacetype
What medical certification does [Pilot_IAD05LA022] have?,Class 1 Valid Medical--no waivers/lim.,class 1 valid medical--no waivers/lim.,N/A (The accident report does not contain information on the medical certification of the pilot involved.), ___unknown___medicalcertification
What is the fourth event associated with [AccidentNumber_FTW88DRA10]?,NOSE_OVER,nose_over,N/A, ___unknown___fourthevent
What is the first event associated with [AccidentNumber_NYC95FA210]?,LOSS_OF_ENGINE_POWER,loss_of_engine_power(total)_-_mech_fa,N/A (The AccidentNumber_NYC95FA210 is not a valid accident number),collisionwithterrain
What is the Aircraft Explosion associated with [AccidentNumber_CHI05CA209]?,___Unknown___AircraftExplosion,___unknown___aircraftexplosion,N/A, ___unknown___aircraftexplosion
What is the Flight Crew associated with [AccidentNumber_LAX05LA221]?,PILOT_IN_COMMAND(CFI),pilot_in_command(cfi),N/A,pilot-in-command
What is the Flight Crew associated with [AccidentNumber_LAX85LA235]?,PILOT_IN_COMMAND,pilot_in_command,N/A,pilot-in-command
What airworthiness certificate does [Registration_N301CS] have?,Experimental,experimental,N/A, ___unknown___airworthinesscertificate
What certificate does [Pilot_LAX04LA254] have?,FlightInstructor;Commercial,flightinstructor;commercial,N/A, ___unknown___certificate
What is the clearance associated with [AccidentNumber_LAX01LA135]?,VFR,vfr,N/A, ___unknown___clearance
What are the conditions at the accident site associated with [AccidentNumber_DFW05CA174]?,Visual Conditions,visual conditions,"N/A (as an AI language model, I don't have access to the database of accident reports to provide the answer.)", ___unknown___ataccidentsite
What engine is associated with [Registration_N8240P]?,1Reciprocating,1reciprocating,N/A, Lycoming O-360-A4M
What is the second event associated with [AccidentNumber_IAD98LA065]?,FORCED_LANDING,forced_landing,N/A, ___unknown___secondevent 
What is the third event associated with [AccidentNumber_FTW91LA071]?,ON_GROUND/WATER_COLLISION_WITH_OBJECT_-_ANIMAL(S),in_flight_collision_with_terrain/water,N/A (There is no mention of multiple events or incidents associated with AccidentNumber_FTW91LA071), ___unknown___thirdevent
What is the Visual Flight Rules approach associated with [AccidentNumber_CHI03FA238B]?,FullStop;TrafficPattern,___unknown___visualflightrulesapproach,N/A (No AccidentNumber_CHI03FA238B found in the prompt), ___unknown___visualflightrulesapproach 
What is the second event associated with [AccidentNumber_FTW87FA043]?,IN_FLIGHT_COLLISION_WITH_TERRAIN/WATER,loss_of_control_-_in_flight,N/A, ___unknown___secondevent 
What airworthiness certificate does [Registration_N195AF] have?,Normal,normal,N/A, ___unknown___airworthinesscertificate
What caused [AccidentNumber_ATL03LA050]?,WEATHERCONDITION|VFRFLIGHTINTOIMC|AIRSPEED,weathercondition,N/A, ___unknown___causeofaccident
What is the condition of light associated with [AccidentNumber_FTW02LA194]?,Day,day,N/A, day
What is the Flight Crew associated with [AccidentNumber_MIA93LA042]?,DUAL_STUDENT|PILOT_IN_COMMAND(CFI),pilot_in_command(cfi),N/A (The accident number provided is not present in the dataset),pilotincommand
What airworthiness certificate does [Registration_N62269] have?,Normal,normal,Standard, ___unknown___airworthinesscertificate
What instructor rating does [Pilot_IAD05LA093] have?,Airplane Single-engine,airplane single-engine,N/A, ___unknown___instructorrating
What is the first event associated with [AccidentNumber_NYC90LA209]?,LOSS_OF_CONTROL_-_IN_FLIGHT,loss_of_engine_power(total)_-_nonmechanical,N/A (Insufficient information provided),collisionwithterrain
What caused [AccidentNumber_ANC86LA053]?,TERRAINCONDITION|SELF|JUDGMENT|PLANNING/DECISION|CHECKLIST,self,"N/A. The question refers to a specific accident code, which is not provided.", ___unknown___causeofaccident
What is the seat occupancy associated with [Pilot_CHI01LA078]?,Left,left,N/A (Seat occupancy is not a data field provided in the accident report associated with Pilot_CHI01LA078),2
What is the restraint used associated with [Pilot_CHI01LA061]?,"Seatbelt, Shoulder harness","seatbelt, shoulder harness",N/A,seatbelt
What is the third event associated with [AccidentNumber_ANC05CA040]?,IN_FLIGHT_COLLISION_WITH_OBJECT_-_TREE(S),in_flight_collision_with_object_-_tree(s,N/A, ___unknown___thirdevent 
What is the condition of light associated with [AccidentNumber_NYC02LA024]?,Day,day,N/A, day
What passanger injury is associated with [AccidentNumber_CHI03FA238B]?,1 None,1 none,N/A,1 none
What is the aircraft damage associated with [AccidentNumber_MIA03LA021]?,Substantial,substantial,N/A,substantial
What is the landing gear associated with [Registration_N7059F]?,Skid,skid,N/A, ___unknown___landinggear
What is the crew injury associated with [AccidentNumber_CHI02LA018]?,1 None,1 none,N/A (There is no mention of any crew injury in AccidentNumber_CHI02LA018 report),"1 minor, 1 none"
What airworthiness certificate does [Registration_N5006V] have?,Restricted,restricted,N/A, ___unknown___airworthinesscertificate
In which country did [AccidentNumber_DFW05CA097] occur?,OK,ok,N/A (The country information is not provided in the given AccidentNumber_DFW05CA097), united states
What is the Flight Crew associated with [AccidentNumber_DEN85FA035]?,PILOT_IN_COMMAND,pilot_in_command,N/A,pilot in command
What is the third event associated with [AccidentNumber_FTW83LA214]?,"DRAGGED_WING,ROTOR,POD,FLOAT_OR_TAIL/SKID","dragged_wing,rotor,pod,float_or_tail/skid",N/A, ___unknown___thirdevent
What is the Flight Crew associated with [AccidentNumber_FTW95LA223]?,PILOT_IN_COMMAND,pilot_in_command,N/A,pilotincommand
What are the conditions at the accident site associated with [AccidentNumber_CHI04LA187]?,Visual Conditions,visual conditions,N/A, ___unknown___ataccidentsite
What caused [AccidentNumber_SEA91LA032]?,DESIGNSTRESSLIMITSOFAIRCRAFT|STALL/SPIN|AIRSPEEDVSO,stall/spin,N/A, ___unknown___causeofaccident
What is the engine model associated with [Registration_N9062D]?,O-320,o-320,N/A, Lycoming TIO-540-A1A
What medical certification does [Pilot_SEA02FA023] have?,Class 1 Valid Medical--no waivers/lim.,class 1 valid medical--no waivers/lim.,N/A, ___unknown___medicalcertification
What is the condition of light associated with [AccidentNumber_IAD02LA080]?,Day,day,N/A, day
In which country did [AccidentNumber_DFW05LA027] occur?,OK,ok,N/A (the AccidentNumber is not enough to determine the country), united states
What is the total injury associated with [AccidentNumber_CHI05LA109]?,2 None,2 none,N/A,1 none
What does [Registration_N2008X] have in terms of an emergency locator transmitter?,___Unknown___ELT,___unknown___elt,N/A, ___unknown___elt
What engine is associated with [Registration_N9091D]?,1Reciprocating,1reciprocating,N/A, Lycoming O-360-A4M
What is the second event associated with [AccidentNumber_DEN91FA002]?,LOSS_OF_CONTROL_-_IN_FLIGHT,loss_of_engine_power(total)_-_nonmechanical,N/A, ___unknown___secondevent 
What is the first event associated with [AccidentNumber_LAX93LA023]?,LOSS_OF_CONTROL_-_IN_FLIGHT,loss_of_engine_power(total)_-_nonmechanical,N/A,collisionwithterrain
What is the Flight Crew associated with [AccidentNumber_ATL91FA074]?,PILOT_IN_COMMAND,pilot_in_command,N/A,pilot-in-command
What environmental issue caused [AccidentNumber_ANC02LA012]?,___Unknown___EnvironmentalIssue,___unknown___environmentalissue,N/A (The given AccidentNumber is not specific to an environmental issue), ___unknown___environmentalissue
What aircraft category does [Registration_N32TN] belong to?,Airplane,airplane,N/A (Not enough information provided. Registration_N32TN could belong to any aircraft category.),aircraftcategory_generalaviation
What is the first event associated with [AccidentNumber_LAX84LA088]?,IN_FLIGHT_COLLISION_WITH_OBJECT_-_TREE(S),loss_of_engine_power(total)_-_nonmechanical,N/A (No information is provided about the first event associated with AccidentNumber_LAX84LA088),collisionwithterrain
What is the fourth event associated with [AccidentNumber_NYC87FA215]?,IN_FLIGHT_COLLISION_WITH_TERRAIN/WATER,in_flight_collision_with_terrain/water,N/A (There is no information provided on the fourth event associated with AccidentNumber_NYC87FA215), ___unknown___fourthevent
What certificate does [Pilot_LAX05CA001] have?,Commercial,commercial,N/A, ___unknown___certificate
What is the seat occupancy associated with [Pilot_CHI03LA294]?,Left,left,N/A (There is no AccidentNumber given as Pilot_CHI03LA294 does not relate to any accident),2
