question,gold answer,KITLM,"GPT3.5-turbo ChatGPT, 1 shot",GPT3_FineTuned_2-epochs
What is the aircraft manufacturer of the registered aircraft involved in [AccidentNumber_ATL01LA043],Globe,cessna,N/A (The aircraft manufacturer is not provided in the given accident number.),craigaircraft.com/aircraft/craig-aircraft-c-a-2-0-1/craig-aircraft-c-a-2-0-1-aircraft-manufacturer
What was the certificate of the pilot in the aircraft involved in [AccidentNumber_NYC04FA100],Private,private,N/A,Private;commercial;flightengineer;commercial;flightengineer;commercial;flightengineer;commercial;flightengineer;commercial;flightengineer;commercial;flightengineer;commercial;flightengineer;commercial;flightengineer;
Who is the registered owner of the registered aircraft involved in [AccidentNumber_CHI02LA024],Patrick L. Martin,robert r. martinson,N/A,"The registered owner of the registered aircraft involved in [AccidentNumber_CHI02LA024] is the owner of the registered aircraft, a corporation."
What is the aircraft category of the registered aircraft involved in [AccidentNumber_LAX05CA059],Airplane,airplane,"N/A (the provided AccidentNumber is invalid, and a specific accident cannot be determined without more information)", airplane:aircraft_category_normal_lightning_strike_aircraft_iiii_b-2b-2b-2b-2b-2b-2b-2b-2b-2b-2
Which cities have the accidents of the aircraft registered with [Registration_N7236L] occurred in,Austin,grandrapids,N/A (No such accidents have been recorded with Registration_N7236L),"denver,colorado"
What caused the accident of aircraft registered with [Registration_N405BM],DIRECTIONALCONTROL|___Unknown___AircraftIssue|___Unknown___EnvironmentalIssue|COMPENSATIONFORWINDCONDITIONS,___unknown___aircraftissue,N/A,unknown terrain/conditions/weather/environmentalcondition/atmosphere/windshear/otheraircraft/personnel/equipment/organization/plan/design/equipment/installation/alteration/modification/manufact
What is the Emergency Locator Transmitter of the registered aircraft involved in [AccidentNumber_CHI02TA149],"Installed, not activated","installed, not activated",N/A,"installed,not activated/used/checked/serviced/checked/maintained/checked/serviced/checked/maintained/checked/serviced/checked/maintained/checked/serviced/checked/maintained"
What is the aircraft model of the registered aircraft involved in [AccidentNumber_CHI01LA060],172S,a36,N/A (Insufficient information provided. AccidentNumber_CHI01LA060 does not exist in the FAA accident database),c-46b-2a-1b2b1b1b1b1b1b1b1b1b1b1b1b1b1b1b1b1b1b1b1b
What is the airworthiness certificate of the registered aircraft involved in [AccidentNumber_FTW02LA010],Restricted,normal,Standard.,normal;aircraft not required to be registered in Canada;no airworthiness certificates issued for aircraft of type involved in accident;no waivers issued for aircraft of type involved in accident;no waivers issued for aircraft of type involved in accident;no waivers issued
What was the medical certification of the pilot in the aircraft involved in [AccidentNumber_IAD04LA029],Class 3 Valid Medical--w/ waivers/lim.,class 2 valid medical--w/ waivers/lim.,"Commercial pilot certificate with ratings for airplane single-engine land, airplane multi-engine land, and instrument airplane. Medical certificate: First Class.",Medical with waivers/limitations. No waivers/limitations noted. No waivers/limitations noted. No waivers/limitations noted. No waivers/limitations noted. No waivers/limitations noted. No waivers/limitations noted. No
What is the airworthiness certificate of the registered aircraft involved in [AccidentNumber_SEA05CA035],Normal,normal,Standard.,normal;utility;single-engineland;single-engineland;single-engineland;single-engineland;single-engineland;single-engineland;single-engineland;single-eng
Where did the accidents with accident of aircraft registered with [Registration_N757GL] occur,MI,ga,N/A,florida
What could have contributed to the cause of the accident [AccidentNumber_ERA12CA004],PILOT_IN_COMMAND|Notattained/maintained,notattained/maintained,N/A (The accident number provided is invalid or not recognized by the database),_unknown_personnel_management_personnel_management_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_person
What is the aircraft model of the registered aircraft involved in [AccidentNumber_LAX05LA154],QuickieQ-200,s2r-t34,N/A,c-46b-2a-1b-1b-1b-1b-1b-1b-1b-1b-1b-1b-1b-1b-1b-1b-
What is the aircraft model of the registered aircraft involved in [AccidentNumber_NYC04LA025],PA-28-151,pa-28-181,N/A,c-46b-2a-1a1b1b1b1b1b1b1b1b1b1b1b1b1b1b1b1b1b1b1b1b
Which pilots have been involved in the accident of aircraft registered with [Registration_N23108],Pilot_DEN03LA148,pilot_chi03la038,N/A - There is no record of any accident involving an aircraft registered with Registration_N23108.,pilot_chi01la068a039p03a0b0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d
What is the engine type of the registered aircraft involved in [AccidentNumber_FTW02LA228],1TurboShaft,1reciprocating,N/A (The engine type is not provided in the accident report),turbo-jet-turbofan-turboprop-turboshaft-turboshaft-turboshaft-turboshaft-turboshaft-turboshaft
Who is the registered owner of the registered aircraft involved in [AccidentNumber_IAD04CA009],Air Elliott Inc.,robert langley,N/A,The registered owner of the registered aircraft involved in [AccidentNumber_IAD04CA009] is the owner of the registered aircraft.
What is the engine model of the registered aircraft involved in [AccidentNumber_ATL02TA030],T63A700,tpe331-6-252m,N/A,1a-b1a-a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a
What was the airplane rating of the pilot in the aircraft involved in [AccidentNumber_CHI01LA195],Single-engineLand,single-engineland,N/A,Single-engineland;single-enginesea;single-enginesea;single-enginesea;single-enginesea;single-enginesea;single-enginesea;single-enginesea;single-
What could have contributed to the cause of the accident [AccidentNumber_BFO88FA025],PILOT_IN_COMMAND|PILOT_IN_COMMAND|OTHERPERSON|OTHER,other,N/A (No accident with that number exists in any public database),other_maintenance_personnel_personnel_of_other_aircraft_organizations_personnel_of_other_organizations_personnel_of_unknown_organization_personnel_of_unknown_organization
What is the aircraft manufacturer of the registered aircraft involved in [AccidentNumber_MIA02LA163],Cessna,aviat,Cessna,craigaircraft.com/aircraft/craig-aircraft-c-a-2-a.html.html.html.html.html.html.html.html.html.html.html.html.
Who is the engine manufacturer of the registered aircraft involved in [AccidentNumber_DEN05LA055],Lycoming,lycoming,N/A,turbomeca.com/engines/turbomeca_turbofan_l-410.html.engines/turbomeca_turbofan_l-410.html.engines/turb
When was the last inspection of the registered aircraft involved in [AccidentNumber_FTW02LA110],Annual,annual,N/A, ___unknown___lastinspection___unknown___lastinspection___unknown___lastinspection___unknown___lastinspection___unknown___lastinspection___unknown___lastinspection___unknown___lastinspection___unknown___lastinspection___unknown
What could have contributed to the cause of the accident [AccidentNumber_ATL04LA088],OTHER,other,N/A (The provided AccidentNumber_ATL04LA088 does not contain enough information to determine the cause of the accident),other_maintenance_personnel_personnel_of_other_aircraft_organizations_personnel_of_other_organizations_personnel_of_unknown_organization_personnel_of_unknown_organization
Which cities have the accidents of the aircraft registered with [Registration_N5091X] occurred in,Stow,algona,N/A (The given registration number does not correspond to any recorded accidents),"denver,colorado"
Which cities have the accidents of the aircraft registered with [Registration_N2695S] occurred in,BlakelyIsland,pawties,N/A (The provided Registration_N2695S does not correspond to any registered aircraft involved in an accident),"bristol,washington,miami,newark,newyork,atlanta,chicago,houston,sanfrancisco,losangeles,seattle,phoenix,denver,tampa,houston,"
What is the Emergency Locator Transmitter of the registered aircraft involved in [AccidentNumber_LAX01LA137],___Unknown___ELT,"installed, not activated",N/A,"installed,not activated/used/checked/serviced/checked/maintained/checked/serviced/checked/maintained/checked/serviced/checked/maintained/checked/serviced/checked/maintained"
What could have contributed to the cause of the accident [AccidentNumber_ERA09LA033A],PILOT_IN_COMMAND|PILOT_OF_OTHER_AIRCRAFT,pilot_in_command,N/A (No accident code provided),_unknown_personnel_management_personnel_management_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_person
What is the operating certificate held by the registered aircraft involved in [AccidentNumber_ANC02LA089],On-demand Air Taxi (135),on-demand air taxi (135),N/A,commercial air carrier (135)
What is the operator of the registered aircraft involved in [AccidentNumber_DFW05LA153],"Parkwood Enterprises, Inc",randall m hurst,N12711.,"Cessna Aircraft Company, Inc."
Which pilots have been involved in the accident of aircraft registered with [Registration_N210HC],Pilot_DEN03FA002,pilot_chi03la221,N/A - There is no record of any aircraft registered with Registration_N210HC involved in an accident.,pilot_chi01la039a039a039a039a039a039a039a039a039a039a039a039a039a039a039
What is the Emergency Locator Transmitter of the registered aircraft involved in [AccidentNumber_DEN02LA049],"Installed, activated, did not aid in locating accident","installed, not activated",N/A (The information about the Emergency Locator Transmitter of the registered aircraft involved in AccidentNumber_DEN02LA049 is not available in the given data),"installed,not activated/used,not installed/used,not activated/used,not installed/used,not activated/used,not installed/used,not activated/used,not installed/used,not activated/used,not installed/"
What could have contributed to the cause of the accident [AccidentNumber_CHI08LA230],Failure|NotSpecified|ContributedToOutcome|DecisionRelatedToCondition|EffectOnOperation|Response/compensation,damaged/degraded,Pilot's failure to maintain clearance from terrain.,personnel_management_organization_personnel_management_personnel_management_personnel_management_personnel_management_personnel_management_personnel_management_personnel_management_personnel_management_personnel
What is the engine type of the registered aircraft involved in [AccidentNumber_LAX01LA164],1Reciprocating,1reciprocating,N/A,turbo-jet-turbofan-turboprop-turboshaft-turboshaft-turboshaft-turboshaft-turboshaft-turboshaft
What could have contributed to the cause of the accident [AccidentNumber_FTW00LA222],PILOT_IN_COMMAND,other,N/A - Insufficient information provided about AccidentNumber_FTW00LA222 to determine the cause of the accident.,other_maintenance_personnel_personnel_management_personnel_inspection_personnel_flight_crew_personnel_flight_crew_management_personnel_personnel_flight_crew_personnel_flight_
What is the aircraft model of the registered aircraft involved in [AccidentNumber_NYC02LA128],PA-16,pa-18-150,N/A (There is no AccidentNumber_NYC02LA128 in the given context),c-46b-2a-1b-1b-1b-1b-1b-1b-1b-1b-1b-1b-1b-1b-1b-1b-
What is the Emergency Locator Transmitter of the registered aircraft involved in [AccidentNumber_LAX05LA155],"Installed, not activated","installed, not activated",N/A,"installed,not activated/used,not installed/used,not activated/used,not installed/used,not activated/used,not installed/used,not activated/used,not installed/used,not activated/used,not installed/"
What is the Airframe Total Time of the registered aircraft involved in [AccidentNumber_MIA05CA121],___Unknown___AirframeTotalTime,___unknown___airframetotaltime,N/A (The Airframe Total Time is not provided in the accident report for MIA05CA121),1408.0 hours at time of accident.
What could have contributed to the cause of the accident [AccidentNumber_DEN01LA059],OTHER,other,N/A (the question asks for a specific accident number and the cause of that accident is not specified),other_maintenance_personnel_personnel_management_personnel_personnel_management_personnel_personnel_management_personnel_personnel_management_personnel_personnel_management_personnel_personnel
Which pilots have been involved in the accident of aircraft registered with [Registration_N700PP],Pilot_IAD03FA035,pilot_mia03la116,N/A. There is no record of an aircraft with the registration N700PP being involved in an accident.,"larry j.mccoy,james m.mccoy,james m.mccoy,james m.mccoy,james m.mccoy,james m.mccoy,james"
